smiles,ppbr_az,MW,LogP,TPSA
SMILES_0,41.991852154202846,307.70321251026115,5.909119451714686,54.558753171799054
SMILES_1,95.94935968280058,116.61387020626198,4.038017360770742,42.586344253626145
SMILES_2,31.87251799383154,406.0972893725544,4.77461861930864,25.2308097567692
SMILES_3,64.45931630110002,374.4253937979874,1.3689968285596956,54.185293867258224
SMILES_4,31.67270437063252,231.0089585154135,2.045676570283675,55.798858334561224
SMILES_5,11.0674979117249,338.24455071490513,1.1285069561778713,54.04624808043492
SMILES_6,62.75472326842928,428.71249529154375,4.442270782864468,77.37975655762213
SMILES_7,91.60315352853404,108.66455314430287,5.205437774010199,85.33449318416709
SMILES_8,45.25646672340918,199.91620821418775,1.9204061354732762,110.19575722664388
SMILES_9,62.617654269246714,303.14028708543213,2.3443656187723025,10.710523614294738
SMILES_10,60.88984132566231,342.6095989295723,2.4231178829304154,19.930247018147394
SMILES_11,41.50897026278759,333.5527436238302,0.21499681209928362,52.641375846457336
SMILES_12,61.48966387647305,437.82242639792815,1.7871202600326237,12.731819944177527
SMILES_13,25.931808441897218,392.4932370220937,4.3918791865744815,18.369472466972276
SMILES_14,37.80379046030521,416.6298324628165,1.4242466919988306,56.633035352732044
SMILES_15,44.231885636237514,187.11366939151986,3.1673673519689785,71.52948242429476
SMILES_16,86.40086835624805,355.9306240279318,0.645565845964518,84.65747834726021
SMILES_17,34.833289483325494,306.2143239838262,2.740798359968038,33.258495518483976
SMILES_18,63.51370481158264,500.82790698356445,1.986021921745186,56.21035372382897
SMILES_19,21.340383741889866,359.18352011156895,0.8009913291892198,48.49652075628196
SMILES_20,25.256972905392672,266.4040671812368,4.422694973079201,40.618010581299515
SMILES_21,64.84288754599777,433.7751403550544,4.523929250161834,11.439679217719396
SMILES_22,76.23099273666037,401.96275754511123,1.2548303179752447,6.987611877911747
SMILES_23,46.211717652628145,249.62381600954723,2.610869764451291,63.33361729845848
SMILES_24,33.50996967777665,301.66613269539073,3.0797736295304086,10.851321704052928
SMILES_25,91.02715559322725,303.54088944308023,-0.266571216830129,-22.192158868945935
SMILES_26,13.580781504904271,475.02072015074907,0.48523309249074226,38.88835368484342
SMILES_27,72.0714237649347,362.3566061266286,5.315311985460205,90.93341057524123
SMILES_28,69.0170749747103,419.9460726416189,1.0827715862953728,-57.81976534407847
SMILES_29,69.02451627277941,285.7401106756909,5.264729594853053,29.908440439627075
SMILES_30,93.54204444235243,376.82803202533853,0.5782553861100038,63.63252028641815
SMILES_31,72.81903009807922,483.36969932226236,4.185889998852725,-23.82237516251805
SMILES_32,30.15651894095841,300.28155582242874,2.4396544064813965,32.53334793296213
SMILES_33,35.34092242323092,352.6670284221554,2.6926207155221396,0.11899644066102444
SMILES_34,39.111097319989426,190.0363118138632,6.3406846443611355,4.748766009758995
SMILES_35,3.080867409810606,255.78861010989695,0.7424640582263726,25.915362730429283
SMILES_36,91.3510315408257,303.2112818802395,4.070636753269928,0.6898238453740468
SMILES_37,7.3552603864803885,223.3076760153107,3.99628139440408,-2.220524610313437
SMILES_38,69.97942820974717,485.4171045274031,9.03823210049948,37.92688869602985
SMILES_39,73.01610048433118,247.8192277734336,1.0611645235826053,117.94986711874901
SMILES_40,84.37150506305396,426.547845132897,1.873227371693814,66.52101611067496
SMILES_41,55.336225559552254,360.55198612846243,4.468660114498597,75.36864684634241
SMILES_42,72.5264423856537,343.39371433615094,2.639525053436646,67.90418534465957
SMILES_43,30.272292446595106,503.47800094616736,2.166508277882851,15.587023556227399
SMILES_44,74.55840109127901,91.33396733796624,4.723520678981697,50.87912801906562
SMILES_45,34.34157372618859,318.41746134945845,2.520176814653303,78.41929913298169
SMILES_46,90.2838478426696,221.15816297780137,1.3946536733134482,68.99181137236269
SMILES_47,16.33818077663828,124.24375499536586,4.307178278571566,46.809285257893485
SMILES_48,31.575731067395353,208.57950928665394,3.675518414450149,58.201627296786285
SMILES_49,49.87694515551306,341.8961288503378,2.436876127909242,126.20058878092033
SMILES_50,77.58505571480978,260.211815787291,2.3514572662319617,69.3805126004721
SMILES_51,74.87991051030319,438.62749488076633,1.353168111106987,28.9694224980823
SMILES_52,21.071687432450346,316.47695672645364,4.305174339207615,37.408704780739114
SMILES_53,14.423569661179636,304.2787809806963,2.351805928942125,3.10470111929936
SMILES_54,30.396960429409823,304.7690954443298,1.614277373567394,122.14625817812038
SMILES_55,48.375415167590255,329.1656153257507,0.6860006990546617,96.13544039052402
SMILES_56,53.90050448257506,293.96736115629716,3.705877844235905,42.912456269524
SMILES_57,42.913759095527915,246.36209326794204,2.084550637956605,116.32870415683718
