smiles,pchembl_value,chembl_id,target_chembl_id,target_name,MW,LogP
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,7.33,CHEMBL90476,CHEMBL217,Dopamine D2 receptor,370.294,4.253
Brc1cccc(-c2cc(NCc3ccncc3)n3nccc3n2)c1,5.75,CHEMBL204054,CHEMBL301,CDK2,380.249,4.166
Brc1cccc(-c2cc(NCc3ccncc3)n3ncnc3n2)c1,4.58,CHEMBL203006,CHEMBL301,CDK2,381.237,3.561
Brc1cccc(Nc2ccnc3ccccc23)c1,5.26,CHEMBL37346,CHEMBL203,EGFR,299.171,4.741
Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,8.27,CHEMBL126384,CHEMBL203,EGFR,457.376,4.055
Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,9.29,CHEMBL126791,CHEMBL203,EGFR,424.306,4.23
Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,7.965,CHEMBL128987,CHEMBL203,EGFR,429.322,3.275
Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,9.04,CHEMBL338114,CHEMBL203,EGFR,410.279,3.909
Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.17,CHEMBL36967,CHEMBL203,EGFR,438.329,4.449
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,8.793333333333333,CHEMBL40734,CHEMBL203,EGFR,339.196,4.617
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,8.806666666666667,CHEMBL39337,CHEMBL203,EGFR,340.184,4.012
Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,8.115,CHEMBL40130,CHEMBL203,EGFR,452.356,4.423
Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,7.585000000000001,CHEMBL39355,CHEMBL203,EGFR,467.371,4.208
Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,7.574999999999999,CHEMBL38199,CHEMBL203,EGFR,453.344,3.818
Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,7.19,CHEMBL137364,CHEMBL203,EGFR,456.348,4.247
Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,7.6,CHEMBL424093,CHEMBL203,EGFR,433.313,6.115
Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,6.62,CHEMBL138125,CHEMBL203,EGFR,434.301,5.51
Brc1cccc(Nc2ncnc3ccccc23)c1,7.57,CHEMBL290096,CHEMBL203,EGFR,300.159,4.136
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,8.54,CHEMBL417420,CHEMBL203,EGFR,444.337,3.06
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,8.64,CHEMBL51228,CHEMBL203,EGFR,425.294,3.625
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,8.8,CHEMBL294475,CHEMBL203,EGFR,430.31,2.67
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,8.945,CHEMBL53426,CHEMBL203,EGFR,411.267,3.304
C#CCC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.57,CHEMBL138098,CHEMBL2034,Glucocorticoid receptor,345.442,5.426
C#CCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2ccc(O)cc2C1,8.13,CHEMBL157035,CHEMBL217,Dopamine D2 receptor,486.487,5.094
C#CCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,7.17,CHEMBL157293,CHEMBL217,Dopamine D2 receptor,417.597,3.787
C#CCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,6.61,CHEMBL158013,CHEMBL217,Dopamine D2 receptor,389.543,3.007
C#CCN(c1cc(Nc2ccc(OCC(O)CN(C)C)cc2)ncn1)c1cc(Cl)ccc1Cl,4.72,CHEMBL100945,CHEMBL301,CDK2,486.403,4.6
C#CCN(c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl,5.7,CHEMBL322019,CHEMBL301,CDK2,486.403,4.6
C#CCN1CCC[C@@H](c2cccc(C#N)c2)C1,5.93,CHEMBL91228,CHEMBL217,Dopamine D2 receptor,224.307,2.371
C#CCOc1ccc2c(c1OC)-c1ccc3c(c1C(CC=C)O2)C(C)=CC(C)(C)N3,7.86,CHEMBL266488,CHEMBL2034,Glucocorticoid receptor,401.506,5.991
C#CCOc1cccc2c1-c1ccc3c(c1C(CC=C)O2)C(C)=CC(C)(C)N3,8.38,CHEMBL8360,CHEMBL2034,Glucocorticoid receptor,371.48,5.983
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCOC4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)NCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,7.47,CHEMBL414318,CHEMBL1871,Androgen receptor,893.219,7.989
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCOC4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)NCCS(=O)(=O)O)CC[C@@H]45)cc3)C[C@@]21C,8.05,CHEMBL407672,CHEMBL1871,Androgen receptor,943.301,7.793
C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,6.07,CHEMBL95320,CHEMBL203,EGFR,417.465,3.882
C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,7.12,CHEMBL69966,CHEMBL203,EGFR,497.559,2.393
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,7.42,CHEMBL553,CHEMBL203,EGFR,393.443,3.405
C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,7.654999999999999,CHEMBL517907,CHEMBL203,EGFR,438.553,3.148
C#Cc1cccc2c1-c1ccc3c(c1C(CC=C)O2)C(C)=CC(C)(C)N3,7.175000000000001,CHEMBL7671,CHEMBL1871,Androgen receptor,341.454,5.952
C(#Cc1ccccc1)COC1CCN(CCc2ccccc2)CC1,5.87,CHEMBL311508,CHEMBL217,Dopamine D2 receptor,319.448,3.762
C(#Cc1ccccc1)COCCC1CCN(CCc2ccccc2)CC1,6.88,CHEMBL78067,CHEMBL217,Dopamine D2 receptor,347.502,4.4
C(=C/c1ccccc1)\COCC1CCN(CCCc2ccccc2)CC1,6.02,CHEMBL308980,CHEMBL217,Dopamine D2 receptor,349.518,5.061
C(=C/c1ccccc1)\COCC1CCN(CCc2ccccc2)CC1,6.62,CHEMBL77206,CHEMBL217,Dopamine D2 receptor,335.491,4.671
C(COCC1CCN(Cc2ccccc2)CC1)=C(c1ccccc1)c1ccccc1,6.21,CHEMBL75860,CHEMBL217,Dopamine D2 receptor,397.562,6.047
C/C(=C1/SC(=N)NC1=O)c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,7.52,CHEMBL231950,CHEMBL301,CDK2,363.42,2.123
C/C(=C\c1ccc(NS(=O)(=O)c2ccccc2)cc1)C(=O)NO,5.7,CHEMBL100035,CHEMBL325,Serotonin 5-HT2A receptor,332.381,2.396
C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(-c3cnco3)cc21,8.7,CHEMBL411887,CHEMBL301,CDK2,396.428,2.784
C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccc(Cl)cc21,7.66,CHEMBL412097,CHEMBL301,CDK2,363.826,2.783
C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,6.44,CHEMBL405042,CHEMBL301,CDK2,329.381,2.129
C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.705,CHEMBL136404,CHEMBL203,EGFR,384.237,4.046
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.66,CHEMBL93464,CHEMBL203,EGFR,383.249,4.651
C/C=C/C1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.05,CHEMBL137890,CHEMBL2034,Glucocorticoid receptor,347.458,5.979
C/C=C/CC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.12,CHEMBL47742,CHEMBL2034,Glucocorticoid receptor,361.485,6.369
C/C=C1\NC(=O)[C@@H](CS)NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,8.02,CHEMBL146250,CHEMBL325,Serotonin 5-HT2A receptor,542.724,0.894
C/C=C1\NC(=O)[C@@H](CSC)NC(=O)[C@@H](C(C)C)CC(=O)C[C@@H](/C=C/CCSC)OC(=O)[C@H](C(C)C)NC1=O,5.2,CHEMBL2093007,CHEMBL325,Serotonin 5-HT2A receptor,569.79,2.851
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,7.463333333333334,CHEMBL343448,CHEMBL325,Serotonin 5-HT2A receptor,540.708,1.43
C/C=C\C1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.75,CHEMBL138197,CHEMBL2034,Glucocorticoid receptor,347.458,5.979
C/C=C\CC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.525,CHEMBL49386,CHEMBL2034,Glucocorticoid receptor,361.485,6.369
C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.1,CHEMBL135592,CHEMBL203,EGFR,292.346,3.807
C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.47,CHEMBL137788,CHEMBL203,EGFR,292.346,3.651
C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.41,CHEMBL137617,CHEMBL203,EGFR,357.215,4.545
C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,6.7,CHEMBL137189,CHEMBL203,EGFR,292.346,4.091
C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.0,CHEMBL133024,CHEMBL203,EGFR,312.764,4.436
C1=C(c2ccccc2)CCN(C[C@@H]2CCC=C(c3ccccc3)C2)C1,7.835,CHEMBL335545,CHEMBL217,Dopamine D2 receptor,329.487,5.659
C=C(Br)CC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.79,CHEMBL296624,CHEMBL2034,Glucocorticoid receptor,426.354,6.702
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.08,CHEMBL138363,CHEMBL203,EGFR,384.237,4.046
C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.36,CHEMBL92086,CHEMBL203,EGFR,383.249,4.651
C=C(C)CC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.279999999999999,CHEMBL48283,CHEMBL2034,Glucocorticoid receptor,361.485,6.369
C=C(CCCCCCC(=O)NO)c1ccc2ccccc2c1,8.1,CHEMBL95535,CHEMBL325,Serotonin 5-HT2A receptor,297.398,4.699
C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,6.25,CHEMBL117326,CHEMBL203,EGFR,467.932,5.098
C=C(CO)CC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.68,CHEMBL416465,CHEMBL2034,Glucocorticoid receptor,377.484,5.342
C=C(COC(C)=O)CC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.68,CHEMBL296623,CHEMBL2034,Glucocorticoid receptor,419.521,5.913
C=C(Cc1c[nH]c2ccccc12)Nc1ccc(OCCCCCCC(=O)NO)cc1,8.21,CHEMBL216181,CHEMBL325,Serotonin 5-HT2A receptor,407.514,5.171
C=C(c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1)c1c(F)cccc1F,7.2,CHEMBL365608,CHEMBL301,CDK2,411.358,4.765
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.265,CHEMBL139044,CHEMBL203,EGFR,396.248,4.212
C=C1C(C)=CCC(C)(C)[C@@H]1Cc1cc(OC)c(Br)cc1OC(C)=O,5.295,CHEMBL50619,CHEMBL1871,Androgen receptor,393.321,5.474
C=C1C=C(C)C(Cc2cc(OC)c(Br)cc2O)C(C)(C)C1,5.6850000000000005,CHEMBL299828,CHEMBL1871,Androgen receptor,351.284,5.254
C=C1C=C(C)CC(C)(C)C1(O)Cc1ccc([N+](=O)[O-])cc1,5.130000000000001,CHEMBL2113712,CHEMBL1871,Androgen receptor,287.359,3.801
C=C1C=C(C)CC(C)(C)C1C/C=C/c1cc(OC)c(Br)cc1O,5.495,CHEMBL49978,CHEMBL1871,Androgen receptor,377.322,6.115
C=C1C=C(C)CC(C)(C)C1Cc1cc(OC)c(Br)cc1O,5.87,CHEMBL48746,CHEMBL1871,Androgen receptor,351.284,5.254
C=C1C=C(C)CC(C)(C)C1Cc1cc(OC)c(Br)cc1OC(C)=O,5.6850000000000005,CHEMBL54270,CHEMBL1871,Androgen receptor,393.321,5.474
C=C1C=C(C)CC(C)(C)C1Cc1ccc([N+](=O)[O-])c(C)c1,5.37,CHEMBL299512,CHEMBL1871,Androgen receptor,285.387,4.994
C=C1C=C(C)CC(C)(C)C1Cc1ccc([N+](=O)[O-])cc1,5.585,CHEMBL50023,CHEMBL1871,Androgen receptor,271.36,4.686
C=C1C=C(C)CC(C)(C)C1Cc1ccc2nonc2c1,5.08,CHEMBL50786,CHEMBL2034,Glucocorticoid receptor,268.36,4.314
C=C1C=C(C)CC(C)(C)C1Sc1ccc([N+](=O)[O-])cc1,5.08,CHEMBL49754,CHEMBL2034,Glucocorticoid receptor,289.4,4.988
C=C1C=C(C)C[C@@H](C)[C@@H]1Cc1cc(OC)c(Br)cc1OC(C)=O,5.725,CHEMBL51933,CHEMBL1871,Androgen receptor,379.294,5.084
C=C1C=CCC(C)(C)C1Cc1cc(OC)c(Br)cc1O,5.6899999999999995,CHEMBL48358,CHEMBL1871,Androgen receptor,337.257,4.864
C=C1CCC(C)(C)C1Cc1cc(OC)c(Br)cc1O,5.529999999999999,CHEMBL48745,CHEMBL1871,Androgen receptor,325.246,4.698
C=C1CCCC(C)(C)C1Cc1cc(OC)c(Br)cc1O,5.734999999999999,CHEMBL48858,CHEMBL1871,Androgen receptor,339.273,5.088
C=C1CCCC(C)(C)[C@@H]1Cc1cc(OC)c(Br)cc1O,5.855,CHEMBL51669,CHEMBL1871,Androgen receptor,339.273,5.088
C=C1CCCC(C)(C)[C@H]1Cc1cc(OC)c(Br)cc1O,6.0125,CHEMBL417729,CHEMBL1871,Androgen receptor,339.273,5.088
C=C1CCCCC1C1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.5,CHEMBL295475,CHEMBL2034,Glucocorticoid receptor,401.55,7.15
C=C1CCC[C@@H](C)[C@@H]1Cc1cc(OC)c(Br)cc1O,5.9399999999999995,CHEMBL51788,CHEMBL1871,Androgen receptor,325.246,4.698
C=C1CCC[C@H](C)[C@H]1Cc1cc(OC)c(Br)cc1O,5.605,CHEMBL299778,CHEMBL1871,Androgen receptor,325.246,4.698
C=C1CC[C@@H](Br)C(C)(C)[C@@H]1Cc1cc(OC)c(Br)cc1O,6.115,CHEMBL51639,CHEMBL1871,Androgen receptor,418.169,5.462
C=C1CC[C@@H](Br)C(C)(C)[C@H]1Cc1cc(OC)c(Br)cc1O,5.92,CHEMBL51093,CHEMBL1871,Androgen receptor,418.169,5.462
C=C1CC[C@H](O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)/C=C/C(C)C(C)C,8.96,CHEMBL50241,CHEMBL1871,Androgen receptor,396.659,7.641
C=C1C[C@H](C)CC(C)(C)[C@@H]1Cc1cc(OC)c(Br)cc1O,6.075,CHEMBL53549,CHEMBL1871,Androgen receptor,353.3,5.334
C=C1C[C@H](C)C[C@@H](C)[C@@H]1Cc1cc(OC)c(Br)cc1O,5.86,CHEMBL50454,CHEMBL1871,Androgen receptor,339.273,4.944
C=C1C[C@H](CO)CC(C)(C)[C@@H]1Cc1cc(OC)c(Br)cc1O,5.1850000000000005,CHEMBL296156,CHEMBL1871,Androgen receptor,369.299,4.307
C=C1[C@@H](Cc2cc(OC)c(Br)cc2O)C(C)(C)CC[C@@]1(C)O,5.18,CHEMBL50534,CHEMBL1871,Androgen receptor,369.299,4.449
C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.86,CHEMBL343722,CHEMBL203,EGFR,381.233,4.416
C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.83,CHEMBL334697,CHEMBL203,EGFR,384.237,3.68
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.6899999999999995,CHEMBL137082,CHEMBL203,EGFR,497.397,3.772
C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.595000000000001,CHEMBL139307,CHEMBL203,EGFR,496.409,4.377
C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.01,CHEMBL138691,CHEMBL203,EGFR,441.333,3.612
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,7.1,CHEMBL95774,CHEMBL203,EGFR,509.969,4.868
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,7.13,CHEMBL31965,CHEMBL203,EGFR,485.947,4.392
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.754999999999999,CHEMBL51659,CHEMBL203,EGFR,370.21,3.655
C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.23,CHEMBL281300,CHEMBL203,EGFR,393.244,4.737
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.806666666666667,CHEMBL285063,CHEMBL203,EGFR,369.222,4.26
C=CC(C)C1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.18,CHEMBL46029,CHEMBL2034,Glucocorticoid receptor,361.485,6.225
C=CCC1Oc2c(Br)cc(O)c(Cl)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.64,CHEMBL7781,CHEMBL2034,Glucocorticoid receptor,446.772,7.092
C=CCC1Oc2c(Br)ccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.39,CHEMBL7817,CHEMBL2034,Glucocorticoid receptor,426.354,6.742
C=CCC1Oc2c(C)ccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.7,CHEMBL7655,CHEMBL2034,Glucocorticoid receptor,361.485,6.288
C=CCC1Oc2c(C=C)ccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.47,CHEMBL415309,CHEMBL2034,Glucocorticoid receptor,373.496,6.622
C=CCC1Oc2ccc(Br)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.27,CHEMBL8027,CHEMBL2034,Glucocorticoid receptor,426.354,6.742
C=CCC1Oc2ccc(C(=O)OC)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.55,CHEMBL7843,CHEMBL2034,Glucocorticoid receptor,405.494,5.766
C=CCC1Oc2ccc(CO)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.18,CHEMBL8637,CHEMBL2034,Glucocorticoid receptor,377.484,5.472
C=CCC1Oc2ccc(Cl)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.27,CHEMBL7987,CHEMBL2034,Glucocorticoid receptor,381.903,6.633
C=CCC1Oc2ccc(F)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.42,CHEMBL7988,CHEMBL2034,Glucocorticoid receptor,365.448,6.118
C=CCC1Oc2ccc(O)c(Cl)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,9.24,CHEMBL273658,CHEMBL2034,Glucocorticoid receptor,367.876,6.33
C=CCC1Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,9.02,CHEMBL8140,CHEMBL2034,Glucocorticoid receptor,363.457,5.685
C=CCC1Oc2ccc(OC)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.92,CHEMBL274208,CHEMBL2034,Glucocorticoid receptor,377.484,5.988
C=CCC1Oc2ccc(OCC#N)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.29,CHEMBL8055,CHEMBL2034,Glucocorticoid receptor,402.494,5.882
C=CCC1Oc2ccc(OCC)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.31,CHEMBL7966,CHEMBL2034,Glucocorticoid receptor,391.511,6.378
C=CCC1Oc2cccc(C#N)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.03,CHEMBL8209,CHEMBL2034,Glucocorticoid receptor,342.442,5.842
C=CCC1Oc2cccc(C(=O)OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.4,CHEMBL7844,CHEMBL2034,Glucocorticoid receptor,375.468,5.757
C=CCC1Oc2cccc(C=C)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.49,CHEMBL267940,CHEMBL1871,Androgen receptor,343.47,6.614
C=CCC1Oc2cccc(CN)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.85,CHEMBL8340,CHEMBL2034,Glucocorticoid receptor,346.474,5.429
C=CCC1Oc2cccc(CO)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.26,CHEMBL268239,CHEMBL1871,Androgen receptor,347.458,5.463
C=CCC1Oc2cccc(COC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.75,CHEMBL267670,CHEMBL2034,Glucocorticoid receptor,361.485,6.117
C=CCC1Oc2cccc(Cl)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.72,CHEMBL8007,CHEMBL2034,Glucocorticoid receptor,351.877,6.624
C=CCC1Oc2cccc(NC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.87,CHEMBL440454,CHEMBL1871,Androgen receptor,346.474,6.012
C=CCC1Oc2cccc(O)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.625,CHEMBL266709,CHEMBL1871,Androgen receptor,333.431,5.676
C=CCC1Oc2cccc(OC(F)F)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.84,CHEMBL267231,CHEMBL1871,Androgen receptor,383.438,6.572
C=CCC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.970625,CHEMBL266282,CHEMBL1871,Androgen receptor,347.458,5.979
C=CCC1Oc2cccc(OCC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,7.19,CHEMBL8026,CHEMBL2034,Glucocorticoid receptor,361.485,6.369
C=CCC1Oc2cccc(OCC3CC3)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,5.68,CHEMBL8359,CHEMBL2034,Glucocorticoid receptor,387.523,6.759
C=CCC1Oc2cccc(OCc3ccccc3)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,5.22,CHEMBL8131,CHEMBL2034,Glucocorticoid receptor,423.556,7.55
C=CCC1Oc2cccc(SC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.945,CHEMBL8394,CHEMBL1871,Androgen receptor,363.526,6.693
C=CCC1Oc2ccccc2-c2ccc3c(c21)C(C)=CC(C)(C)N3,6.76,CHEMBL8639,CHEMBL2034,Glucocorticoid receptor,317.432,5.971
C=CCCC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,8.09,CHEMBL141915,CHEMBL2034,Glucocorticoid receptor,361.485,6.369
C=CCC[C@H](O)[C@H]1CCCC2=Cc3c(cnn3-c3ccc(F)cc3)C[C@@]21C,8.670000000000002,CHEMBL79335,CHEMBL2034,Glucocorticoid receptor,366.48,5.084
C=CCN1CCC2c3c(cccc3OC)CC[C@@H]21,7.11,CHEMBL418705,CHEMBL217,Dopamine D2 receptor,243.35,2.985
C=CCN1CCC2c3c(cccc3OC)CC[C@H]21,8.17,CHEMBL10270,CHEMBL217,Dopamine D2 receptor,243.35,2.985
C=CCN1CCC2c3cccc(C#N)c3CCC21,6.01,CHEMBL92939,CHEMBL217,Dopamine D2 receptor,238.334,2.848
C=CCN1CCC2c3cccc(O)c3CC[C@@H]21,7.23,CHEMBL275543,CHEMBL217,Dopamine D2 receptor,229.323,2.682
C=CCN1CCC2c3cccc(O)c3CC[C@H]21,6.97,CHEMBL10408,CHEMBL217,Dopamine D2 receptor,229.323,2.682
C=CCN1CCC2c3cccc(OC)c3CC[C@H]21,7.11,CHEMBL10570,CHEMBL217,Dopamine D2 receptor,243.35,2.985
C=CCN1CCC[C@@H](c2cccc(C#N)c2)C1,6.59,CHEMBL93212,CHEMBL217,Dopamine D2 receptor,226.323,2.924
C=CCN1CC[C@@H]2c3c(O)cccc3CC[C@H]21,7.6,CHEMBL283738,CHEMBL217,Dopamine D2 receptor,229.323,2.682
C=CCN1CC[C@@H]2c3c(cccc3OC)CC[C@H]21,8.07,CHEMBL286205,CHEMBL217,Dopamine D2 receptor,243.35,2.985
C=CCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21,8.39,CHEMBL25483,CHEMBL217,Dopamine D2 receptor,229.323,2.682
C=CCN1CC[C@@H]2c3cccc(OC)c3CC[C@H]21,7.3,CHEMBL24222,CHEMBL217,Dopamine D2 receptor,243.35,2.985
C=CCN1CC[C@H]2c3cccc(O)c3CC[C@H]21,7.12,CHEMBL285873,CHEMBL217,Dopamine D2 receptor,229.323,2.682
C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,7.75,CHEMBL280955,CHEMBL217,Dopamine D2 receptor,243.35,2.985
C=CCNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,6.8,CHEMBL47249,CHEMBL301,CDK2,368.422,4.158
C=CCOc1ccc(CN(Cc2ccccc2)c2cccc(NS(C)(=O)=O)c2C)cc1,7.18,CHEMBL71450,CHEMBL2034,Glucocorticoid receptor,436.577,5.138
C=CCOc1ccc2c(c1OC)-c1ccc3c(c1C(CC=C)O2)C(C)=CC(C)(C)N3,7.92,CHEMBL8329,CHEMBL2034,Glucocorticoid receptor,403.522,6.544
C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.1,CHEMBL540701,CHEMBL203,EGFR,383.451,5.517
C=CCOc1cccc2c1-c1ccc3c(c1C(CC=C)O2)C(C)=CC(C)(C)N3,7.06,CHEMBL8139,CHEMBL2034,Glucocorticoid receptor,373.496,6.535
